country,party_id,year,party_name_short,party_name,rename,English name,leader_name,coalition,reason,party_in_title,movement,ideology,alliance,family_name,family_name_short,left_right,state_market,liberty_authority,exclude,democratization,foundation_year,id
EST,428,2001,ERP,Erakond Res Publica,Erakond Res Publica,Res Publica party,0,0,foundation,Party in title,NA,Broad reference,0,Conservative,con,8.4962,8.2456,6.1052999999999997,NA,IIIrd wave in EE,2001,1
EST,428,2006,ERP,Isamaa ja Res Publica Liit,Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,0,0,"merger I, ERP",No party in title,union,patriotic,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,2001,2
EST,428,2018,ERP,Isamaa ja Res Publica Liit,Isamaa,Fatherland,0,0,renamed,No party in title,NA,patriotic,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,2001,3
LTU,432,1992,LTS,Lietuvių tautininkų sąjunga,Lietuvių tautininkų sąjunga,Lithuanian Nationalist Union,0,0,merger of LLS and NP,No party in title,Union,Broad reference with country name,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,NA,1
IRL,433,1945,SFWP,Sinn Féin The Workers' Party,Sinn Féin The Workers' Party,Ourselves The Workers' Party,0,0,foundation,Party in title,NA,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1905,1
IRL,433,1970,SFWP,Sinn Féin The Workers' Party,Official Sinn Féin,Official ourselves,0,0,successor,No party in title,No reference,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1905,2
IRL,433,1977,SFWP,Sinn Féin The Workers' Party,Sinn Féin The Workers' Party,Ourselves The Workers' Party,0,0,renamed,Party in title,NA,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1905,3
IRL,433,1982,SFWP,Sinn Féin The Workers' Party,The Workers' Party,The Workers' Party,0,0,renamed,Party in title,NA,labour,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,1905,4
HUN,434,1990,KDNP,Kereszténydemokrata Néppárt,Kereszténydemokrata Néppárt,Christian Democratic People's Party,0,0,foundation,Party in title,NA,christian-democratic,0,Christian democracy,chr,7.4,2.17,8.33,NA,IIIrd wave in EE,1990,1
HUN,434,2006,KDNP,Kereszténydemokrata Néppárt,Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt,Fidesz – Hungarian Civic Association / Christian Democratic People's Party,0,1,alliance,Party in title,NA,christian-democratic,1,Christian democracy,chr,7.4,2.17,8.33,1,IIIrd wave in EE,1990,2
HUN,437,1990,Fi-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz – Magyar Polgári Szövetség,Fidesz – Hungarian Civic Alliance,0,0,foundation,No party in title,Alliance,Social group,0,Conservative,con,6.5431999999999997,3.9949,7.5274999999999999,NA,IIIrd wave in EE,1990,1
HUN,437,1996,Fi-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz-Magyar Polgari Párt,Fidesz – Hungarian Civil Party,0,0,renamed,Party in title,NA,Social group,0,Conservative,con,6.5431999999999997,3.9949,7.5274999999999999,NA,IIIrd wave in EE,1990,2
HUN,437,1998,Fi-MPSz,Fidesz-Magyar Polgari Párt,Fidesz-MPP-MDF,Fidesz-MPP-MDF,0,1,alliance,Party in title,NA,Broad reference with country name,1,Conservative,con,6.5431999999999997,3.9949,7.5274999999999999,1,IIIrd wave in EE,1990,3
HUN,437,2003,Fi-MPSz,Fidesz-Magyar Polgari Párt,Fidesz – Magyar Polgári Szövetség,Fidesz – Hungarian Civic Alliance,0,0,renamed,No party in title,Alliance,Broad reference with country name,0,Conservative,con,6.5431999999999997,3.9949,7.5274999999999999,NA,IIIrd wave in EE,1990,4
HUN,437,2006,Fi+KDNP,Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt,Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt,Fidesz – Hungarian Civic Alliance / Christian Democratic People's Party,0,1,alliance,No party in title,Union,christian-democratic,1,Conservative,con,6.5431999999999997,3.9949,7.5274999999999999,NA,IIIrd wave in EE,1990,5
BEL,438,2009,PP,Parti populaire,Parti populaire,People’s Party,0,0,foundation,Party in title,NA,people’s party,0,Conservative,NA,7.4,NA,NA,NA,Ist or IInd wave,2009,1
FRA,442,1974,LCR,Ligue Communiste,Ligue Communiste,Communist League,0,0,foundation,No party in title,League,communist,0,Communist/Socialist,com,7.1400000000000005E-2,0.2143,6,NA,Ist or IInd wave,1974,1
FRA,442,2009,LCR,Ligue communiste révolutionnaire,Nouveau Parti Anticapitaliste,New Anticapitalist Party,0,0,successor,Party in title,NA,communist,0,Communist/Socialist,com,7.1400000000000005E-2,0.2143,6,NA,Ist or IInd wave,1974,2
LVA,445,2008,PS,Pilsoniskā savienība,Pilsoniskā savienība,Civic Union,0,0,split from TB/LNNK,No party in title,Union,Broad reference,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,1
LVA,445,2011,PS,Pilsoniskā savienība,Vienotība,Unity,0,0,V and PS merged,No party in title,Unity,Broad reference,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,2
EST,450,1991,R,Rahvarinne,Eesti Keskerakond,Estonian Centre Party,0,0,successor,No party in title,Front,anti-elitism,0,Social democracy,soc,3.3332999999999999,3.5,3.5,NA,IIIrd wave in EE,NA,1
NLD,451,1945,KVP,Katholieke Volkspartij,Katholieke Volkspartij,Catholic People's Party,0,0,foundation,Party in title,NA,social group,0,Christian democracy,chr,5.9473000000000003,5.8848,6.6882000000000001,NA,Ist or IInd wave,1945,1
NLD,451,1955,KVP,Katholieke Volkspartij,Katholieke Volkspartij,Catholic People's Party,0,0,KNP joined,Party in title,NA,social group,0,Christian democracy,chr,5.9473000000000003,5.8848,6.6882000000000001,1,Ist or IInd wave,1945,2
BEL,454,1971,PRL,Parti Réformateur Libéral,Parti de la liberté et du progrès,Party for Freedom and Progress,0,0,split from PVV-PLP,Party in title,NA,liberal,0,Liberal,lib,6.8551000000000002,7.2667,4.4381000000000004,NA,Ist or IInd wave,NA,1
BEL,454,1976,PRL,Parti Réformateur Libéral,Parti de Réformes et de la Liberté de Wallonie,Party of Reforms and Freedom of Wallonia,0,0,renamed,Party in title,NA,liberal,0,Liberal,lib,6.8551000000000002,7.2667,4.4381000000000004,NA,Ist or IInd wave,NA,2
BEL,454,1979,PRL,Parti Réformateur Libéral,Parti Réformateur Libéral,Liberal Reformist Party,0,0,PL joined,Party in title,NA,liberal,0,Liberal,lib,6.8551000000000002,7.2667,4.4381000000000004,NA,Ist or IInd wave,NA,3
BEL,454,1999,PRL,Parti Réformateur Libéral,PRL-FDF-MCC,PRL-FDF-MCC,0,1,"alliance between PRL, FDF, MCC",Party in title,NA,liberal,1,Liberal,lib,6.8551000000000002,7.2667,4.4381000000000004,NA,Ist or IInd wave,NA,4
NLD,456,2002,LPF,Lijst Pim Fortuyn,Lijst Pim Fortuyn,Pim Fortuyn List,1,0,foundation,No party in title,List,name of the leader,0,Right-wing,right,8.5609000000000002,8.0776,4.7759,NA,Ist or IInd wave,2002,1
LUX,457,1999,DL,Déi Lénk – La Gauche – Die Linke,Déi Lénk – La Gauche – Die Linke,The Left,0,0,split from KPL,No party in title,No reference,left,0,Communist/Socialist,com,0.52629999999999999,0.8772,1.0526,NA,Ist or IInd wave,NA,1
CHE,458,1945,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberale Partei der Schweiz – Parti liberal suisse,Swiss Liberal Party,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,7.2961,8.477,4.2441000000000004,NA,Ist or IInd wave,1913,1
CHE,458,1961,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal-Demokratische Union der Schweiz – Union libéral-démocratique suisse,Liberal Democratic Union of Switzerland,0,0,renamed,No party in title,Union,liberal,0,Liberal,lib,7.2961,8.477,4.2441000000000004,NA,Ist or IInd wave,1913,2
CHE,458,1977,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberale Partei der Schweiz – Parti liberal suisse,Swiss Liberal Party,0,0,renamed,Party in title,NA,liberal,0,Liberal,lib,7.2961,8.477,4.2441000000000004,NA,Ist or IInd wave,1913,3
BEL,460,1968,RW,Rassemblement Wallon,Rassemblement Wallon,Walloon Rally,0,0,foundation,No party in title,Rally,Name of the region/ ethnic group,0,Social democracy,soc,2.6,3.5,3.5,NA,Ist or IInd wave,1968,1
ITA,465,2009,S,Sinistra,Sinistra e Libertà,Left and Freedom,0,0,foundation,No party in title,No reference,left,0,Communist/Socialist,com,1.3,1.4,3,1,Ist or IInd wave,2009,1
ITA,465,2010,S,Sinistra,Sinistra Ecologia Libertà,Left Ecology Freedom,0,0,some FdV joined,No party in title,No reference,left,0,Communist/Socialist,com,1.3,1.4,3,1,Ist or IInd wave,2009,2
ITA,465,2017,S,Sinistra,Liberi e Uguali,Free and Equal,0,0,renamed,No party in title,No reference,Broad reference to values,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,2009,3
LVA,466,2002,ZZS,Zaļo un Zemnieku savienība,Zaļo un Zemnieku savienība,Union of Greens and Farmers,0,1,"alliance between LZS, LZP",No party in title,Union,green,1,Agrarian,agr,5.2632000000000003,5.3947,6.1184000000000003,NA,IIIrd wave in EE,NA,1
GBR,467,1975,GP,Green Party,The Ecology Party,The Ecology Party,0,0,foundation,Party in title,NA,green,0,Green/Ecologist,eco,2.57,2.3775,2.0139,NA,Ist or IInd wave,1975,1
GBR,467,1985,GP,Green Party,Green Party,Green Party,0,0,renamed,Party in title,NA,green,0,Green/Ecologist,eco,2.57,2.3775,2.0139,NA,Ist or IInd wave,1975,2
GBR,467,1990,GP,Green Party,Green Party of England and Wales,Green Party of England and Wales,0,0,renamed,Party in title,NA,green,0,Green/Ecologist,eco,2.57,2.3775,2.0139,NA,Ist or IInd wave,1975,3
BEL,470,1993,WOW,Waardig Ouder Worden,Waardig Ouder Worden,Growing Old with Dignity,0,0,split from ROSSEM,No party in title,No reference,Social group with action verb,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,Ist or IInd wave,NA,1
ITA,475,1997,UD,Unione Democratica,Unione Democratica,Democratic Union,0,0,split,No party in title,Union,democratic,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,NA,1
LTU,482,2006,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Lietuvos Respublikos Liberalų sąjūdis,Liberal Movement of the Republic of Lithuania,0,0,split from LiCS,No party in title,Movement,liberal,0,Liberal,lib,7.7561999999999998,8.2271,2.8532000000000002,NA,IIIrd wave in EE,NA,1
EST,486,1991,EKK,Eesti Koonderakond,Eesti Koonderakond,Estonian Coalition Party,0,0,foundation,Party in title,NA,Broad reference with country name,1,Liberal,lib,7.2222,6.7,3.6,NA,IIIrd wave in EE,1991,1
ITA,487,1945,PLI,Partito Liberale Italiano,Partito Liberale Italiano,Italian Liberal Party,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,6.45,6.7,3.6,NA,Ist or IInd wave,1943,1
ITA,487,1993,PLI,Partito Liberale Italiano,Unione Liberaldemocratica,Liberal Democratic Union,0,0,split,Party in title,NA,liberal,0,Liberal,lib,6.45,6.7,3.6,NA,Ist or IInd wave,1943,2
ITA,487,1994,PLI,Partito Liberale Italiano,Federazione dei Liberali,Federation of Liberals,0,0,renaming,No party in title,Federation,liberal,0,Liberal,lib,6.45,6.7,3.6,1,Ist or IInd wave,1943,3
ITA,488,2001,DE,Democrazia Europea,Democrazia Europea,European Democracy,0,0,foundation,No party in title,No reference,democratic,0,Christian democracy,chr,6.2,5.7,7.1,NA,Ist or IInd wave,2001,1
GRC,489,1974,EDIK,Enosi Dimokratikou Kentrou,Enosi Kentrou – Nees Dynameis,Centre Union – New Forces,0,0,foundation,No party in title,Union,centrist,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in SE,1974,1
GRC,489,1976,EDIK,Enosi Dimokratikou Kentrou,Enosi Dimokratikou Kentrou,Union of the Democratic Centre,0,0,merge with DEK,No party in title,Union,centrist,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in SE,1974,2
LTU,493,1996,KDS,Krikščionių demokratų sąjunga,Krikščionių demokratų sąjunga,Christian Democratic Union,0,0,foundation,No party in title,Union,christian,0,Christian democracy,chr,6.2,5.7,7.1,NA,IIIrd wave in EE,1996,1
LVA,500,2010,Lib,Libertas.lv,Latvijas Sociāldemokrātiskā strādnieku partija,Latvian Social Democratic Workers' Party,0,0,Lib joined,No party in title,No reference,liberal,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,NA,1
BEL,501,2001,N-VA,Nieuw-Vlaamse Alliantie,Nieuw-Vlaamse Alliantie,New Flemish Alliance,0,0,successor of VU,No party in title,Alliance,Name of the region/ ethnic group,0,Conservative,con,6.5320999999999998,5.8809,6.06,NA,Ist or IInd wave,NA,1
BEL,501,2008,N-VA,Nieuw-Vlaamse Alliantie,Vlaams Kartel,Flemish Cartel,0,1,NVA left,No party in title,Coalition,Name of the region/ ethnic group,1,Conservative,con,6.5320999999999998,5.8809,6.06,NA,Ist or IInd wave,NA,2
FRA,509,1978,UDF|MD,Union pour la démocratie francaise,Union pour la démocratie française,Union for French Democracy,0,0,"merger of Parti radicale, Parti républicain, CDS, Mouvement démocrate socialiste de France, CPR",No party in title,Union,Broad reference with country name,0,Conservative,con,6.1017000000000001,6.2021,5.4999000000000002,1,Ist or IInd wave,NA,1
FRA,509,1993,UDF|MD,Union pour la démocratie francaise,Union pour la France,Union for France,0,1,alliance between UDF and RPR,No party in title,Union,Broad reference with country name,1,Conservative,con,6.1017000000000001,6.2021,5.4999000000000002,NA,Ist or IInd wave,NA,2
FRA,509,1998,UDF|MD,Union pour la démocratie francaise,Union pour la démocratie française,Union for French Democracy,0,0,"merger of FD, PRIL, UDF-AD, PR, PPDF",No party in title,Union,Broad reference with country name,0,Conservative,con,6.1017000000000001,6.2021,5.4999000000000002,1,Ist or IInd wave,NA,3
FRA,509,2007,UDF|MD,Union pour la démocratie francaise,Mouvement démocrate,Democratic Movement,0,0,renamed,No party in title,Movement,democracy,0,Conservative,con,6.1017000000000001,6.2021,5.4999000000000002,NA,Ist or IInd wave,NA,4
FRA,509,2021,Ensemble,Ensemble pour la majorité présidentielle,Ensemble pour la majorité présidentielle,Together for the presidential majority,0,1,"alliance RE, MoDem, Horizons, PR, EC, FP, RR",No party in title,NA,Broad reference,1,NA,NA,NA,NA,NA,NA,Ist or IInd wave,NA,5
POL,512,2001,PO,Platforma Obywatelska,Platforma Obywatelska,Civic Platform,0,0,split from UW and AWS,No party in title,platform,Broad reference to values,0,Conservative,con,6.2355,8.236,3.7101999999999999,NA,IIIrd wave in EE,NA,1
POL,512,2018,KO,Koalicja Obywatelska,Koalicja Obywatelska,Civic Coalition,0,1,alliance,No party in title,Coalition,Broad reference to values,1,Liberal,lib,NA,NA,NA,NA,IIIrd wave in EE,NA,2
PRT,514,1945,PCP,Partido Comunista Português,Partido Comunista Português,Portuguese Communist Party,0,0,foundation,Party in title,NA,communist,0,Communist/Socialist,com,2.1753999999999998,1.6343,1.6291,NA,IIIrd wave in SE,1921,1
FRA,516,1960,PSU,Parti socialiste unifie,Parti socialiste unifie,United Socialist Party,0,0,merger of SFIO and UFD,Party in title,NA,socialist,0,Communist/Socialist,com,1.3,1.4,3,NA,Ist or IInd wave,NA,1
LTU,519,1990,LDDP,Lietuvos demokratinė darbo partija,Lietuvos demokratinė darbo partija,Democratic Labour Party of Lithuania,0,0,successor of LKP,Party in title,NA,labour,0,Social democracy,soc,3.3332999999999999,3.5,3.5,NA,IIIrd wave in EE,NA,1
LVA,521,1997,NA/TB/LN,Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK,Tēvzemei un Brīvībai/Latvijas Nacionālās Neatkarības KustībaFatherland and Freedom/Latvian National Independence Movement,NA,0,0,merger of TB and LNNK,No party in title,Union,homeland,0,Right-wing,right,8.2588000000000008,6.4433,7.4250999999999996,NA,IIIrd wave in EE,NA,1
LVA,521,2011,NA/TB/LN,Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK,Nacionālā apvienība „Visu Latvijai!” – „Tēvzemei un Brīvībai / LNNK”,"National Alliance ""All For Latvia!"" – ""For Fatherland and Freedom/LNNK""",0,0,merged with VL,No party in title,Union,Broad reference with action verb,0,Right-wing,right,8.2588000000000008,6.4433,7.4250999999999996,NA,IIIrd wave in EE,NA,2
DEU,524,1983,Rep,Die Republikaner,Die Republikaner,The Republicans,0,0,split from CSU,No party in title,No reference,republican,0,Right-wing,right,9.2751999999999999,6.1901,9.3871000000000002,NA,Ist or IInd wave,NA,1
LVA,526,1993,LC,Latvijas Ceļš,Latvijas Ceļš,Latvian Way,0,0,successor of LTF,No party in title,The way,Broad reference with country name,0,Liberal,lib,6.125,7.165,4.835,1,IIIrd wave in EE,NA,1
SVK,527,1994,SV,Spoločná voľba,Spoločná voľba,Common Choice,0,1,"alliance between KSC, SDSS Sociálnodemokratická strana Slovenska, SZ, HP SR Hnutie pol’nohospodárov Slovenskej republiky",No party in title,No reference,Broad reference with action verb,1,Communist/Socialist,com,1.3,1.4,3,NA,IIIrd wave in EE,NA,1
POL,528,2001,PiS,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,Law and Justice,0,0,successor of PC/AWS,No party in title,No reference,Broad reference to values,0,Conservative,con,7.6997,4.0466,8.2514000000000003,NA,IIIrd wave in EE,NA,1
POL,528,2014,ZP,Zjednoczona Prawica,Zjednoczona Prawica,United Right,0,1,alliance,No party in title,NA,right,1,Right-wing,right,NA,NA,NA,NA,IIIrd wave in EE,NA,2
CHE,531,1945,CVP-PDC,Christlich Demokratische Volkspartei der Schweiz – Parti Democrate-Chretien Suisse,Christlich Demokratische Volkspartei der Schweiz – Parti Democrate-Chretien Suisse,Christian Democratic People's Party of Switzerland,0,0,foundation,Party in title,NA,christian,0,Christian democracy,chr,4.7287999999999997,5.6421,7.1414,NA,Ist or IInd wave,1912,1
CHE,531,1957,CVP-PDC,Christlich Demokratische Volkspartei der Schweiz – Parti Democrate-Chretien Suisse,Katholisch-Konservativ-Christlichsoziale Volkspartei – Parti Conservateur Chretien Social,Catholic-Conservative-Christian-Social People's Party,0,0,renamed,Party in title,NA,christian,0,Christian democracy,chr,4.7287999999999997,5.6421,7.1414,NA,Ist or IInd wave,1912,2
CHE,531,1971,CVP-PDC,Christlich Demokratische Volkspartei der Schweiz – Parti Democrate-Chretien Suisse,Christlich Demokratische Volkspartei der Schweiz – Parti Democrate-Chretien Suisse,Christian Democratic People's Party of Switzerland,0,0,renamed,Party in title,NA,christian,0,Christian democracy,chr,4.7287999999999997,5.6421,7.1414,NA,Ist or IInd wave,1912,3
CHE,531,2021,CENTRE,Die Mitte-Le Centre,Die Mitte-Le Centre,The Centre,0,0,merged CVP BDP,No party in title,NA,centre,0,NA,NA,NA,NA,NA,NA,Ist or IInd wave,1912,4
BGR,535,2005,Ataka,Ataka,Ataka,Attack,0,0,foundation,No party in title,Attack,Broad reference with action verb,0,Right-wing,right,5.46,3.25,9.17,NA,IIIrd wave in EE,2005,1
BGR,535,2016,Ataka,Ataka,Obedineni Patrioti,United Patriots,0,1,alliance,No party in title,Union,patriotic,1,Right-wing,right,7.4,NA,NA,1,IIIrd wave in EE,2005,2
DNK,538,1953,DU,De Uafhængige,De Uafhængige,Independent Party,0,0,split from V,No party in title,No reference,independent,0,Liberal,lib,6,6.7,3.6,NA,Ist or IInd wave,NA,1
DEU,543,1948,FDP,Freie Demokratische Partei,Freie Demokratische Partei,Free Democratic Party,0,0,foundation,Party in title,NA,liberal,0,Liberal,lib,5.9233000000000002,8.2173,3.0695000000000001,NA,Ist or IInd wave,1948,1
DEU,543,1956,FDP,Freie Demokratische Partei,Freie Volkspartei,Free People's Party,0,0,split,Party in title,NA,liberal,0,Liberal,lib,5.9233000000000002,8.2173,3.0695000000000001,NA,Ist or IInd wave,1948,2
BGR,544,2001,NDSV,Natsionalno Dvizhenie Simeon Vtori,Natsionalno Dvizhenie Simeon Vtori,Simeon II National Movement,0,0,foundation,No party in title,Movement,name of the leader,0,Liberal,lib,5.7567000000000004,5.8948,4.008,NA,IIIrd wave in EE,2001,1
BGR,544,2007,NDSV,Natsionalno Dvizhenie Simeon Vtori,Natsionalno Dvizhenie za Stabilnost i Vazhod,National Movement for Stability and Rise,0,0,renamed,No party in title,Movement,name of the leader,0,Liberal,lib,5.7567000000000004,5.8948,4.008,NA,IIIrd wave in EE,2001,2
HUN,546,1987,MDF,Magyar Demokrata Fórum,Magyar Demokrata Fórum,Hungarian Democratic Forum,0,0,foundation,No party in title,Forum,Broad reference with country name,0,Conservative,con,6.4825999999999997,5.0761,6.8262999999999998,NA,IIIrd wave in EE,1987,1
HUN,546,1993,MDF,Magyar Demokrata Fórum,Magyar Demokrata Fórum,Hungarian Democratic Forum,0,1,alliance,No party in title,Forum,Broad reference with country name,1,Conservative,con,6.4825999999999997,5.0761,6.8262999999999998,1,IIIrd wave in EE,1987,2
HUN,546,2011,MDF,Magyar Demokrata Fórum,Jólét és Szabadság Demokrata Közösség,Democratic Community of Welfare and Freedom,0,0,successor,No party in title,No reference,Broad reference to values,0,Conservative,con,6.4825999999999997,5.0761,6.8262999999999998,NA,IIIrd wave in EE,1987,3
POL,548,1979,KPN,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej,Confederation of Independent Poland,0,0,foundation,No party in title,Federation,independence,0,Right-wing,right,5.8333000000000004,5.9,8.5,NA,IIIrd wave in EE,1979,1
POL,548,2018,Konfederacja,Konfederacja Wolność i Niepodległość,Konfederacja Wolność i Niepodległość,Confederation Liberty and Independence,0,1,alliance,No party in title,confederation,Broad reference to values,1,Right-wing,right,NA,NA,NA,NA,IIIrd wave in EE,1979,2
LVA,550,1998,JP,Jaunā partija,Jaunā partija,New Party,0,0,foundation,Party in title,NA,Broad reference,0,Conservative,con,7.4,6.4,7,NA,IIIrd wave in EE,1998,1
ESP,551,2007,UPyD,Unión Progreso y Democracia,Unión Progreso y Democracia,"Union, Progress and Democracy",0,0,foundation,No party in title,Union,Broad reference to values,0,Liberal,lib,6,6.7,3.6,NA,IIIrd wave in SE,2007,1
EST,552,1992,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,0,0,foundation,Party in title,NA,national,0,Conservative,con,7.7778,6.4,7,NA,IIIrd wave in EE,1992,1
PRT,557,1999,BE,Bloco de Esquerda,Bloco de Esquerda,Left Bloc,0,0,merger of UDP and PSR,No party in title,Block,left,0,Communist/Socialist,com,1.6425000000000001,1.9526,1.2669999999999999,NA,IIIrd wave in SE,NA,1
DEU,558,1945,SPD,Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,0,0,foundation,Party in title,NA,social-democratic,0,Social democracy,soc,3.6450999999999998,3.8443,3.9790999999999999,NA,Ist or IInd wave,1869,1
DEU,558,1957,SPD,Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,0,0,GVP joined,Party in title,NA,social-democratic,0,Social democracy,soc,3.6450999999999998,3.8443,3.9790999999999999,NA,Ist or IInd wave,1869,2
DEU,558,2005,SPD,Sozialdemokratische Partei Deutschlands,Arbeit & soziale Gerechtigkeit – Die Wahlalternative,Labour and Social Justice – The Electoral Alternative,0,0,split,Party in title,NA,social-democratic,0,Social democracy,soc,3.6450999999999998,3.8443,3.9790999999999999,NA,Ist or IInd wave,1869,3
SVK,559,1989,MK,Maďarskej koalície – Magyar koalíció,Maďarskej koalície – Magyar koalíció,Hungarian Coalition,0,0,foundation,No party in title,Coalition,Name of the region/ ethnic group,0,Conservative,con,6.5004999999999997,6.0172,6.1760999999999999,NA,IIIrd wave in EE,1989,1
SVK,559,1998,MK,Maďarskej koalície – Magyar koalíció,Strana maďarskej koalície – Magyar koalíció pártja,Party of the Hungarian Community,0,0,"MK, MOS, MKDM, S-E merged",No party in title,Coalition,Name of the region/ ethnic group,0,Conservative,con,6.5004999999999997,6.0172,6.1760999999999999,NA,IIIrd wave in EE,1989,2
SVK,559,2009,MK,Maďarskej koalície – Magyar koalíció,Most–Híd,Most–Híd,0,0,split,No party in title,No reference,Name of the region/ ethnic group,0,Conservative,con,6.5004999999999997,6.0172,6.1760999999999999,NA,IIIrd wave in EE,1989,3
CHE,564,1971,RB,Republikanische Bewegung,Republikanische Bewegung,Republican Movement,0,0,foundation,No party in title,Movement,republican,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,Ist or IInd wave,1971,1
CZE,574,1991,OH|SD,Obcanské hnuti | Svobodní Demokraté,Obcanské hnuti,Civic Movement,0,0,successor of OF,No party in title,Movement,Broad reference to values,0,Liberal,lib,4.1666999999999996,6.7,3.6,NA,IIIrd wave in EE,NA,1
CZE,574,1993,OH|SD,Obcanské hnuti | Svobodní Demokraté,Svobodní Demokraté,Free Democrats,0,0,renamed,No party in title,Movement,liberal,0,Liberal,lib,4.1666999999999996,6.7,3.6,NA,IIIrd wave in EE,NA,2
LTU,581,2003,DP,Darbo Partija,Darbo Partija,Labour Party,0,0,foundation,Party in title,NA,labour,0,Liberal,lib,3.86,4.29,5.8,NA,IIIrd wave in EE,2003,1
LTU,581,2006,DP,Darbo Partija,Pilietinės demokratijos partija,Civic Democracy Party,0,0,split,Party in title,NA,labour,0,Liberal,lib,3.86,4.29,5.8,NA,IIIrd wave in EE,2003,2
LTU,581,2011,DP,Darbo Partija,Darbo Partija,Labour Party,0,0,NS joined,Party in title,NA,labour,0,Liberal,lib,3.86,4.29,5.8,1,IIIrd wave in EE,2003,3
LTU,581,2018,DP,Darbo Partija,Lietuvos socialdemokratų darbo partija,Social Democratic Labour Party of Lithuania,0,0,successor,Party in title,NA,labour,0,Liberal,lib,3.86,4.29,5.8,NA,IIIrd wave in EE,2003,4
FIN,585,1945,RKP-SFP,ruotsalainen kansanpuolue,ruotsalainen kansanpuolue,Swedish People's Party,0,0,foundation,Party in title,NA,Name of the region/ ethnic group,0,Liberal,lib,6.3906000000000001,6.7295,3.8384999999999998,NA,Ist or IInd wave,1906,1
FIN,585,2010,RKP-SFP,ruotsalainen kansanpuolue,Suomen ruotsalainen kansanpuolue,The Swedish People's Party of Finland,0,0,renaming,Party in title,NA,people's party,0,Liberal,lib,6.3906000000000001,6.7295,3.8384999999999998,NA,Ist or IInd wave,1906,2
SVK,586,2010,LsNs,Ľudová strana Naše Slovensko,Ľudová strana Naše Slovensko,People's Party Our Slovakia,0,0,foundation,Party in title,NA,Broad reference with country name,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,2010,1
SVK,586,2015,LsNs,Ľudová strana Naše Slovensko,Kotleba – Ľudová strana Naše Slovensko,Kotleba - People's Party Our Slovakia,1,0,renamed,Party in title,NA,name of the leader,0,Right-wing,right,8.8000000000000007,5.9,8.5,NA,IIIrd wave in EE,2010,2
SVK,586,2019,LsNs,Ľudová strana Naše Slovensko,Kotlebovci – Ľudová strana naše Slovensko,Kotlebists – People's Party Our Slovakia,1,0,renamed,Party in title,NA,name of the leader,0,NA,NA,NA,NA,NA,NA,IIIrd wave in EE,2010,3
DNK,590,1945,KF,Konservative Folkeparti,Konservative Folkeparti,Conservative People's Party,0,0,foundation,Party in title,NA,conservative,0,Conservative,con,7.2186000000000003,7.2931,6.5054999999999996,NA,Ist or IInd wave,1915,1
DNK,590,2007,KF,Konservative Folkeparti,Ny Alliance,New Alliance,0,0,split,No party in title,Alliance,liberal,0,Conservative,con,7.2186000000000003,7.2931,6.5054999999999996,1,Ist or IInd wave,1915,2
